	model	year	price	transmission	mileage	fuelType	tax	mpg	engineSize	automaker	age
9012	 Octavia	2020	20990	Semi-Auto	2500	Diesel	145	51.4	1.6	skoda	3
9013	 Karoq	2018	15385	Manual	13107	Diesel	150	61.4	1.6	skoda	5
9014	 Fabia	2018	9485	Manual	14080	Petrol	150	57.7	1	skoda	5
9015	 Octavia	2019	13485	Manual	8905	Diesel	150	68.9	1.6	skoda	4
9016	 Citigo	2017	6800	Manual	24000	Petrol	145	64.2	1	skoda	6
9017	 Karoq	2019	17185	Manual	8521	Petrol	150	44.1	1	skoda	4
9018	 Octavia	2018	12698	Semi-Auto	2956	Petrol	145	61.4	1	skoda	5
9019	 Octavia	2018	11998	Manual	18573	Diesel	145	68.9	1.6	skoda	5
9020	 Yeti Outdoor	2017	13498	Semi-Auto	20020	Petrol	125	51.4	1.2	skoda	6
9021	 Octavia	2016	8998	Semi-Auto	73173	Diesel	30	64.2	2	skoda	7
9022	 Karoq	2018	16291	Manual	6279	Diesel	145	61.4	1.6	skoda	5
9023	 Yeti Outdoor	2017	12890	Manual	17115	Petrol	145	51.4	1.2	skoda	6
9024	 Octavia	2018	11471	Manual	26368	Diesel	145	68.9	1.6	skoda	5
9025	 Yeti Outdoor	2016	13495	Semi-Auto	38495	Diesel	160	51.4	2	skoda	7
9026	 Octavia	2016	7550	Manual	70661	Diesel	0	74.3	1.6	skoda	7
9027	 Fabia	2018	11530	Manual	8552	Petrol	145	60.1	1	skoda	5
9028	 Citigo	2019	8300	Manual	2155	Petrol	145	67.3	1	skoda	4
9029	 Superb	2016	10490	Manual	34221	Petrol	125	52.3	1.4	skoda	7
9030	 Fabia	2015	8580	Semi-Auto	23466	Petrol	20	60.1	1.2	skoda	8
9031	 Fabia	2018	10391	Manual	13382	Petrol	145	64.2	1	skoda	5
9032	 Octavia	2017	13490	Semi-Auto	13269	Diesel	150	70.6	1.6	skoda	6
9033	 Karoq	2019	18995	Manual	4365	Petrol	145	43.5	1	skoda	4
9034	 Yeti Outdoor	2017	13995	Semi-Auto	16374	Petrol	125	51.4	1.2	skoda	6
9035	 Karoq	2019	23990	Manual	4099	Diesel	145	42.8	2	skoda	4
9036	 Octavia	2017	16590	Semi-Auto	28691	Diesel	125	58.9	2	skoda	6
9037	 Octavia	2017	13695	Semi-Auto	16728	Petrol	145	56.5	1.4	skoda	6
9038	 Fabia	2015	10495	Semi-Auto	31727	Petrol	20	58.9	1.2	skoda	8
9039	 Superb	2016	12995	Manual	20304	Petrol	30	57.7	1.4	skoda	7
9040	 Kodiaq	2019	30995	Manual	11	Diesel	145	52.3	2	skoda	4
9041	 Karoq	2019	20495	Automatic	11120	Petrol	145	41.5	1.5	skoda	4
9042	 Fabia	2017	11795	Semi-Auto	31647	Petrol	20	60.1	1.2	skoda	6
9043	 Fabia	2019	11795	Manual	2805	Petrol	145	61.4	1	skoda	4
9044	 Yeti Outdoor	2014	12995	Semi-Auto	24900	Diesel	205	44.8	2	skoda	9
9045	 Octavia	2019	14295	Manual	13884	Diesel	145	68.9	1.6	skoda	4
9046	 Octavia	2019	13995	Manual	11046	Diesel	145	68.9	1.6	skoda	4
9047	 Yeti Outdoor	2017	13495	Semi-Auto	30593	Petrol	125	51.4	1.2	skoda	6
9048	 Roomster	2015	7000	Manual	24600	Diesel	125	60.1	1.6	skoda	8
9049	 Kamiq	2019	17990	Manual	2563	Petrol	145	47.1	1	skoda	4
9050	 Kodiaq	2018	24490	Automatic	22219	Diesel	145	49.6	2	skoda	5
9051	 Karoq	2018	18290	Manual	7757	Petrol	145	52.3	1.5	skoda	5
9052	 Kodiaq	2018	20990	Automatic	30728	Petrol	145	39.8	1.4	skoda	5
9053	 Rapid	2017	8752	Manual	15261	Petrol	145	62.8	1	skoda	6
9054	 Karoq	2019	21555	Automatic	4797	Diesel	145	62.8	1.6	skoda	4
9055	 Fabia	2017	7990	Manual	36594	Petrol	150	60.1	1.2	skoda	6
9056	 Kamiq	2020	18990	Manual	1908	Petrol	150	47.9	1	skoda	3
9057	 Scala	2020	15990	Manual	1234	Petrol	150	49.6	1	skoda	3
9058	 Superb	2018	18990	Manual	7256	Diesel	150	65.7	2	skoda	5
9059	 Rapid	2017	8990	Manual	23002	Petrol	145	57.7	1.2	skoda	6
9060	 Octavia	2017	10795	Manual	34301	Petrol	145	58.9	1	skoda	6
9061	 Karoq	2018	18495	Manual	21867	Petrol	145	51.4	1.5	skoda	5
9062	 Kodiaq	2019	36995	Automatic	2261	Diesel	145	35.3	2	skoda	4
9063	 Citigo	2019	8995	Manual	9	Petrol	145	67.3	1	skoda	4
9064	 Fabia	2017	8995	Manual	10765	Petrol	145	64.2	1	skoda	6
9065	 Karoq	2019	18495	Manual	15611	Petrol	145	52.3	1.5	skoda	4
9066	 Karoq	2019	18995	Manual	11435	Petrol	145	52.3	1.5	skoda	4
9067	 Superb	2016	14299	Semi-Auto	25593	Diesel	30	62.8	2	skoda	7
9068	 Kodiaq	2017	15799	Manual	13018	Petrol	145	46.3	1.4	skoda	6
9069	 Octavia	2019	15999	Semi-Auto	15000	Diesel	145	53.3	1.6	skoda	4
9070	 Scala	2019	15485	Manual	451	Diesel	145	57.7	1.6	skoda	4
9071	 Superb	2019	23985	Semi-Auto	4552	Diesel	145	54.3	2	skoda	4
9072	 Kodiaq	2019	29450	Automatic	3012	Diesel	145	37.2	2	skoda	4
9073	 Kodiaq	2017	16990	Manual	21961	Petrol	150	40.9	1.4	skoda	6
9074	 Fabia	2018	8990	Manual	12695	Petrol	150	62.8	1	skoda	5
9075	 Citigo	2017	6390	Manual	23161	Petrol	145	64.2	1	skoda	6
9076	 Superb	2019	24490	Automatic	5398	Petrol	145	38.2	2	skoda	4
9077	 Kamiq	2019	20790	Semi-Auto	2950	Petrol	145	43.5	1.5	skoda	4
9078	 Octavia	2019	15290	Semi-Auto	10765	Petrol	145	54.3	1.5	skoda	4
9079	 Kodiaq	2019	29250	Automatic	5611	Diesel	150	39.2	2	skoda	4
9080	 Superb	2019	26990	Semi-Auto	9901	Diesel	150	42.8	2	skoda	4
9081	 Karoq	2018	19890	Automatic	15700	Petrol	150	50.4	1.5	skoda	5
9082	 Karoq	2019	24499	Manual	5000	Diesel	145	42.8	2	skoda	4
9083	 Karoq	2019	19499	Automatic	5120	Petrol	145	50.4	1.5	skoda	4
9084	 Yeti Outdoor	2017	10999	Manual	33700	Petrol	125	51.4	1.2	skoda	6
9085	 Yeti Outdoor	2016	9999	Manual	28000	Petrol	125	51.4	1.2	skoda	7
9086	 Octavia	2019	18499	Manual	2650	Diesel	145	55.4	2	skoda	4
9087	 Octavia	2019	15999	Automatic	3125	Diesel	145	53.3	1.6	skoda	4
9088	 Yeti	2016	9999	Manual	45000	Petrol	125	51.4	1.2	skoda	7
9089	 Scala	2019	15998	Semi-Auto	4169	Petrol	145	47.1	1	skoda	4
9090	 Kodiaq	2019	26850	Automatic	7622	Petrol	145	31.7	2	skoda	4
9091	 Kodiaq	2020	29890	Automatic	2500	Diesel	145	39.2	2	skoda	3
9092	 Karoq	2020	25999	Automatic	30	Petrol	145	40.9	1.5	skoda	3
9093	 Karoq	2018	19000	Automatic	5280	Petrol	145	50.4	1.5	skoda	5
9094	 Kodiaq	2019	27990	Automatic	6232	Diesel	145	37.2	2	skoda	4
9095	 Scala	2019	15850	Semi-Auto	4554	Petrol	150	47.1	1	skoda	4
9096	 Scala	2019	15850	Semi-Auto	8347	Petrol	150	47.1	1	skoda	4
9097	 Scala	2019	15850	Semi-Auto	3527	Petrol	150	47.1	1	skoda	4
9098	 Scala	2019	15995	Semi-Auto	2000	Petrol	150	47.1	1	skoda	4
9099	 Fabia	2019	8999	Manual	9658	Petrol	150	57.7	1	skoda	4
9100	 Fabia	2019	8999	Manual	9670	Petrol	150	57.7	1	skoda	4
9101	 Citigo	2018	8199	Manual	9000	Petrol	150	67.3	1	skoda	5
9102	 Fabia	2017	10889	Semi-Auto	10487	Petrol	20	60.1	1.2	skoda	6
9103	 Fabia	2018	10898	Manual	8787	Petrol	150	64.2	1	skoda	5
9104	 Fabia	2016	8450	Manual	21204	Petrol	20	60.1	1.2	skoda	7
9105	 Scala	2019	15596	Semi-Auto	8471	Petrol	150	47.1	1	skoda	4
9106	 Fabia	2017	9250	Manual	14940	Petrol	20	60.1	1.2	skoda	6
9107	 Fabia	2015	8000	Manual	27477	Petrol	20	60.1	1.2	skoda	8
9108	 Citigo	2016	6195	Manual	31654	Petrol	20	62.8	1	skoda	7
9109	 Octavia	2017	11491	Manual	24416	Diesel	145	65.7	2	skoda	6
9110	 Fabia	2016	10000	Semi-Auto	23732	Petrol	20	60.1	1.2	skoda	7
9111	 Octavia	2016	10795	Manual	20663	Petrol	30	55.4	1.4	skoda	7
9112	 Citigo	2017	6946	Manual	22242	Petrol	150	68.9	1	skoda	6
9113	 Yeti Outdoor	2017	12490	Manual	19690	Petrol	150	51.4	1.2	skoda	6
9114	 Yeti	2016	9500	Manual	45522	Petrol	125	51.4	1.2	skoda	7
9115	 Fabia	2016	6850	Manual	51449	Petrol	20	60.1	1.2	skoda	7
9116	 Octavia	2019	12874	Manual	14955	Diesel	145	68.9	1.6	skoda	4
9117	 Superb	2016	9740	Semi-Auto	60310	Diesel	20	70.6	1.6	skoda	7
9118	 Citigo	2014	4693	Manual	34521	Petrol	20	62.8	1	skoda	9
9119	 Fabia	2017	9599	Manual	5000	Petrol	150	64.2	1	skoda	6
9120	 Rapid	2017	8699	Manual	10000	Petrol	150	57.7	1.2	skoda	6
9121	 Fabia	2019	8999	Manual	9052	Petrol	150	57.7	1	skoda	4
9122	 Fabia	2019	8999	Manual	8920	Petrol	150	57.7	1	skoda	4
9123	 Fabia	2019	8999	Manual	8921	Petrol	150	57.7	1	skoda	4
9124	 Fabia	2019	8999	Manual	9425	Petrol	150	57.7	1	skoda	4
9125	 Fabia	2019	8999	Manual	8460	Petrol	150	57.7	1	skoda	4
9126	 Karoq	2019	24995	Manual	1001	Diesel	145	42.8	2	skoda	4
9127	 Fabia	2016	7995	Manual	29045	Petrol	20	60.1	1.2	skoda	7
9128	 Citigo	2018	8295	Manual	7033	Petrol	145	67.3	1	skoda	5
9129	 Octavia	2019	21495	Manual	2000	Petrol	145	36.7	2	skoda	4
9130	 Octavia	2019	17495	Manual	1001	Diesel	145	54.3	2	skoda	4
9131	 Kamiq	2019	20995	Semi-Auto	1000	Petrol	145	44.1	1.5	skoda	4
9132	 Citigo	2018	6495	Manual	22278	Petrol	145	64.2	1	skoda	5
9133	 Superb	2019	28441	Automatic	100	Diesel	145	47.1	2	skoda	4
9134	 Scala	2019	19995	Automatic	1000	Diesel	145	54.3	1.6	skoda	4
9135	 Scala	2019	17495	Automatic	3973	Petrol	145	45.6	1.5	skoda	4
9136	 Rapid	2017	8065	Manual	13456	Diesel	145	74.3	1.4	skoda	6
9137	 Fabia	2019	12790	Manual	1250	Petrol	145	52.3	1	skoda	4
9138	 Fabia	2019	9890	Manual	3883	Petrol	145	57.7	1	skoda	4
9139	 Fabia	2019	12250	Manual	3138	Petrol	145	61.4	1	skoda	4
9140	 Karoq	2019	24995	Automatic	3260	Diesel	145	42.8	2	skoda	4
9141	 Octavia	2019	16995	Automatic	5280	Petrol	145	55.4	1.5	skoda	4
9142	 Rapid	2017	8595	Manual	19691	Petrol	145	62.8	1	skoda	6
9143	 Octavia	2018	14995	Automatic	2500	Petrol	145	58.9	1	skoda	5
9144	 Citigo	2018	7895	Manual	9843	Petrol	145	68.9	1	skoda	5
9145	 Octavia	2014	7995	Manual	47573	Petrol	30	53.3	1.4	skoda	9
9146	 Fabia	2018	12000	Semi-Auto	3158	Petrol	150	61.4	1	skoda	5
9147	 Karoq	2018	17000	Automatic	14217	Diesel	145	62.8	1.6	skoda	5
9148	 Karoq	2019	21119	Automatic	5001	Diesel	145	54.3	2	skoda	4
9149	 Octavia	2019	15690	Automatic	9732	Diesel	145	72.4	1.6	skoda	4
9150	 Karoq	2019	20990	Manual	1500	Petrol	145	42.2	1	skoda	4
9151	 Octavia	2018	15000	Automatic	5475	Diesel	145	67.3	2	skoda	5
9152	 Fabia	2017	11250	Semi-Auto	10381	Petrol	20	60.1	1.2	skoda	6
9153	 Superb	2017	15495	Manual	18674	Diesel	145	64.2	2	skoda	6
9154	 Superb	2017	15695	Manual	20231	Diesel	145	64.2	2	skoda	6
9155	 Octavia	2018	17695	Manual	10715	Petrol	145	42.8	2	skoda	5
9156	 Citigo	2015	5995	Manual	25373	Petrol	20	62.8	1	skoda	8
9157	 Superb	2017	14995	Manual	22703	Diesel	145	64.2	1.6	skoda	6
9158	 Yeti Outdoor	2017	13995	Semi-Auto	11720	Petrol	125	51.4	1.2	skoda	6
9159	 Yeti Outdoor	2017	13495	Semi-Auto	23031	Petrol	125	51.4	1.2	skoda	6
9160	 Fabia	2018	8995	Manual	23292	Petrol	150	64.2	1	skoda	5
9161	 Fabia	2017	7990	Manual	28582	Petrol	20	60.1	1.2	skoda	6
9162	 Yeti	2016	8707	Manual	47219	Petrol	125	51.4	1.2	skoda	7
9163	 Superb	2016	13450	Semi-Auto	52722	Diesel	30	62.8	2	skoda	7
9164	 Kodiaq	2017	22000	Manual	20461	Petrol	145	40.9	1.4	skoda	6
9165	 Kodiaq	2018	22995	Automatic	13014	Petrol	145	39.8	1.4	skoda	5
9166	 Octavia	2019	16995	Automatic	4325	Diesel	145	72.4	1.6	skoda	4
9167	 Fabia	2018	9510	Manual	15834	Petrol	145	64.2	1	skoda	5
9168	 Yeti Outdoor	2017	12740	Semi-Auto	20497	Petrol	125	51.4	1.2	skoda	6
9169	 Octavia	2017	16995	Manual	11500	Petrol	145	42.8	2	skoda	6
9170	 Octavia	2018	15295	Manual	6167	Petrol	145	56.5	1.5	skoda	5
9171	 Octavia	2019	14995	Semi-Auto	4745	Petrol	145	61.4	1	skoda	4
9172	 Superb	2018	22995	Semi-Auto	7220	Petrol	145	43.5	2	skoda	5
9173	 Kodiaq	2018	22995	Automatic	12036	Petrol	145	44.8	1.4	skoda	5
9174	 Superb	2016	10995	Manual	31058	Diesel	20	67.3	1.6	skoda	7
9175	 Karoq	2019	25995	Manual	3737	Diesel	150	42.8	2	skoda	4
9176	 Citigo	2017	6495	Manual	12460	Petrol	145	64.2	1	skoda	6
9177	 Fabia	2016	9995	Manual	24635	Petrol	20	58.9	1.2	skoda	7
9178	 Octavia	2016	9243	Manual	59243	Diesel	0	74.3	1.6	skoda	7
9179	 Superb	2017	12495	Automatic	38629	Petrol	30	55.4	1.4	skoda	6
9180	 Octavia	2016	11495	Manual	81025	Diesel	30	62.8	2	skoda	7
9181	 Fabia	2017	7995	Manual	36200	Petrol	20	60.1	1.2	skoda	6
9182	 Fabia	2017	8495	Manual	19400	Petrol	20	60.1	1.2	skoda	6
9183	 Kodiaq	2017	18000	Semi-Auto	21586	Petrol	145	44.8	1.4	skoda	6
9184	 Superb	2018	16595	Semi-Auto	15021	Petrol	145	53.3	1.4	skoda	5
9185	 Fabia	2019	13995	Manual	6110	Petrol	150	60.1	1	skoda	4
9186	 Fabia	2019	12995	Semi-Auto	12458	Petrol	150	60.1	1	skoda	4
9187	 Citigo	2017	6995	Manual	19526	Petrol	150	68.9	1	skoda	6
9188	 Yeti Outdoor	2016	12000	Semi-Auto	12963	Petrol	125	51.4	1.2	skoda	7
9189	 Fabia	2018	10130	Manual	9766	Petrol	145	64.2	1	skoda	5
9190	 Octavia	2016	10795	Manual	38653	Diesel	0	74.3	1.6	skoda	7
9191	 Superb	2019	25740	Automatic	2218	Diesel	145	48.7	2	skoda	4
9192	 Rapid	2017	10500	Manual	18500	Petrol	150	61.4	1	skoda	6
9193	 Octavia	2015	9000	Manual	38340	Diesel	0	74.3	1.6	skoda	8
9194	 Fabia	2019	11995	Manual	6243	Petrol	145	61.4	1	skoda	4
9195	 Citigo	2017	6495	Manual	15894	Petrol	20	64.2	1	skoda	6
9196	 Fabia	2017	8695	Manual	45322	Petrol	145	64.2	1	skoda	6
9197	 Yeti Outdoor	2016	9495	Manual	53412	Diesel	30	62.8	2	skoda	7
9198	 Fabia	2016	8995	Manual	22352	Petrol	20	58.8	1.2	skoda	7
9199	 Superb	2020	28995	Semi-Auto	781	Diesel	145	47.1	2	skoda	3
9200	 Octavia	2019	15995	Manual	4687	Diesel	150	56.5	1.6	skoda	4
9201	 Octavia	2018	15995	Manual	17901	Diesel	145	62.8	2	skoda	5
9202	 Kodiaq	2019	27495	Automatic	4244	Petrol	145	36.7	1.5	skoda	4
9203	 Yeti Outdoor	2017	11995	Manual	42650	Diesel	150	62.8	2	skoda	6
9204	 Octavia	2019	18495	Semi-Auto	6449	Petrol	150	45.6	1.5	skoda	4
9205	 Kodiaq	2017	22995	Automatic	13541	Diesel	150	49.6	2	skoda	6
9206	 Fabia	2017	8995	Manual	23094	Petrol	20	60.1	1.2	skoda	6
9207	 Citigo	2013	5000	Manual	39669	Petrol	0	68.9	1	skoda	10
9208	 Citigo	2019	8295	Manual	4174	Petrol	145	67.3	1	skoda	4
9209	 Fabia	2017	8395	Manual	21500	Petrol	150	60.1	1.2	skoda	6
9210	 Octavia	2016	10000	Semi-Auto	63402	Diesel	30	64.2	2	skoda	7
9211	 Octavia	2019	13495	Manual	100	Petrol	150	60.1	1	skoda	4
9212	 Octavia	2017	11495	Manual	22153	Diesel	150	68.9	1.6	skoda	6
9213	 Superb	2019	25995	Automatic	611	Petrol	145	38.2	2	skoda	4
9214	 Octavia	2019	19995	Manual	316	Petrol	145	36.7	2	skoda	4
9215	 Fabia	2018	9495	Manual	4280	Petrol	145	57.7	1	skoda	5
9216	 Yeti	2015	9995	Semi-Auto	36502	Petrol	125	51.4	1.2	skoda	8
9217	 Fabia	2016	8995	Manual	19003	Petrol	20	60.1	1.2	skoda	7
9218	 Fabia	2017	9295	Manual	20095	Petrol	145	64.2	1	skoda	6
9219	 Fabia	2017	9495	Manual	10660	Petrol	20	60.1	1.2	skoda	6
9220	 Yeti Outdoor	2017	12495	Semi-Auto	37849	Petrol	125	51.4	1.2	skoda	6
9221	 Citigo	2017	6495	Manual	38581	Petrol	20	64.2	1	skoda	6
9222	 Superb	2017	16995	Semi-Auto	12210	Diesel	150	61.4	2	skoda	6
9223	 Kodiaq	2017	16495	Manual	39879	Petrol	150	45.6	1.4	skoda	6
9224	 Octavia	2018	15995	Semi-Auto	6460	Petrol	150	54.3	1.5	skoda	5
9225	 Yeti Outdoor	2017	15640	Semi-Auto	10581	Petrol	150	51.4	1.2	skoda	6
9226	 Octavia	2019	22995	Semi-Auto	3675	Diesel	150	44.8	2	skoda	4
9227	 Fabia	2013	5995	Manual	36524	Petrol	125	54.3	1.2	skoda	10
9228	 Octavia	2019	21995	Semi-Auto	5717	Petrol	150	36.7	2	skoda	4
9229	 Octavia	2015	12495	Manual	35141	Diesel	30	61.4	2	skoda	8
9230	 Karoq	2019	18000	Manual	7985	Diesel	145	62.8	1.6	skoda	4
9231	 Yeti Outdoor	2016	10495	Manual	36601	Petrol	125	51.4	1.2	skoda	7
9232	 Fabia	2017	8195	Manual	60000	Petrol	20	60.1	1.2	skoda	6
9233	 Fabia	2017	9750	Manual	27600	Diesel	20	70.6	1.4	skoda	6
9234	 Octavia	2016	9995	Semi-Auto	57951	Diesel	0	74.3	1.6	skoda	7
9235	 Kodiaq	2019	26449	Automatic	8298	Diesel	145	37.2	2	skoda	4
9236	 Octavia	2019	13649	Manual	1000	Petrol	145	60.1	1	skoda	4
9237	 Superb	2018	17495	Semi-Auto	5479	Petrol	145	53.3	1.4	skoda	5
9238	 Yeti Outdoor	2017	13695	Manual	56241	Petrol	160	44.8	1.4	skoda	6
9239	 Fabia	2018	9695	Manual	18062	Diesel	145	67.3	1.4	skoda	5
9240	 Citigo	2016	6745	Manual	10222	Petrol	20	64.2	1	skoda	7
9241	 Karoq	2019	24000	Manual	2181	Diesel	145	42.8	2	skoda	4
9242	 Fabia	2019	12495	Manual	4521	Petrol	145	61.4	1	skoda	4
9243	 Fabia	2019	9457	Manual	7654	Petrol	145	57.7	1	skoda	4
9244	 Yeti Outdoor	2016	12495	Manual	6000	Petrol	125	51.4	1.2	skoda	7
9245	 Fabia	2017	8500	Manual	20000	Petrol	145	64.2	1	skoda	6
9246	 Octavia	2019	20364	Automatic	4000	Diesel	145	42.8	2	skoda	4
9247	 Octavia	2019	16495	Manual	1001	Petrol	145	51.4	1.5	skoda	4
9248	 Karoq	2018	17450	Manual	13994	Diesel	150	61.4	1.6	skoda	5
9249	 Kodiaq	2019	29000	Automatic	6696	Diesel	145	37.2	2	skoda	4
9250	 Superb	2017	18790	Semi-Auto	721	Diesel	30	61.4	2	skoda	6
9251	 Fabia	2016	11199	Semi-Auto	15892	Petrol	20	60.1	1.2	skoda	7
9252	 Citigo	2017	6999	Manual	13275	Petrol	145	68.9	1	skoda	6
9253	 Citigo	2015	6995	Automatic	16878	Petrol	20	64.2	1	skoda	8
9254	 Fabia	2017	7683	Manual	39001	Petrol	20	60.1	1.2	skoda	6
9255	 Superb	2019	25000	Semi-Auto	5288	Diesel	145	54.3	2	skoda	4
9256	 Karoq	2019	18000	Manual	9898	Diesel	145	62.8	1.6	skoda	4
9257	 Octavia	2019	18000	Automatic	8572	Diesel	145	72.4	1.6	skoda	4
9258	 Citigo	2017	7000	Manual	2987	Petrol	145	64.2	1	skoda	6
9259	 Kodiaq	2017	21000	Automatic	34250	Diesel	145	49.6	2	skoda	6
9260	 Fabia	2019	12654	Semi-Auto	14252	Petrol	145	60.1	1	skoda	4
9261	 Fabia	2019	13318	Semi-Auto	11223	Petrol	145	60.1	1	skoda	4
9262	 Karoq	2019	21000	Automatic	4354	Diesel	145	62.8	1.6	skoda	4
9263	 Yeti Outdoor	2017	13995	Manual	22026	Petrol	145	51.4	1.2	skoda	6
9264	 Yeti Outdoor	2017	12495	Manual	25981	Petrol	145	51.4	1.2	skoda	6
9265	 Fabia	2017	8995	Manual	33617	Petrol	145	64.2	1	skoda	6
9266	 Kodiaq	2018	24995	Semi-Auto	37721	Diesel	145	49.6	2	skoda	5
9267	 Fabia	2017	7995	Manual	20807	Petrol	20	58.8	1	skoda	6
9268	 Octavia	2017	12995	Semi-Auto	30048	Diesel	145	61.4	2	skoda	6
9269	 Citigo	2017	8295	Manual	6630	Petrol	145	68.9	1	skoda	6
9270	 Fabia	2018	8295	Manual	30108	Petrol	145	64.2	1	skoda	5
9271	 Fabia	2017	9995	Manual	12005	Petrol	145	64.2	1	skoda	6
9272	 Kamiq	2020	17495	Manual	1853	Petrol	145	49.6	1	skoda	3
9273	 Superb	2019	23980	Semi-Auto	6283	Diesel	145	62.8	2	skoda	4
9274	 Fabia	2019	10695	Manual	5344	Petrol	145	57.7	1	skoda	4
9275	 Fabia	2017	8695	Manual	15883	Petrol	150	60.1	1.2	skoda	6
9276	 Octavia	2016	11295	Semi-Auto	35000	Petrol	30	58.9	1.4	skoda	7
9277	 Superb	2018	16495	Manual	50244	Diesel	150	64.2	2	skoda	5
9278	 Fabia	2017	8495	Manual	17864	Petrol	150	60.1	1.2	skoda	6
9279	 Fabia	2019	9495	Manual	14692	Petrol	145	57.7	1	skoda	4
9280	 Fabia	2019	9495	Manual	13120	Petrol	145	57.7	1	skoda	4
9281	 Fabia	2017	8995	Manual	14232	Petrol	145	60.1	1.2	skoda	6
9282	 Yeti Outdoor	2015	10495	Semi-Auto	18372	Petrol	125	51.4	1.2	skoda	8
9283	 Octavia	2018	20000	Semi-Auto	2760	Diesel	145	61.4	2	skoda	5
9284	 Superb	2019	23495	Automatic	4685	Diesel	145	48.7	2	skoda	4
9285	 Octavia	2018	12695	Manual	39395	Diesel	145	65.7	2	skoda	5
9286	 Rapid	2016	8495	Manual	39000	Diesel	30	64.2	1.6	skoda	7
9287	 Yeti Outdoor	2017	12895	Manual	21506	Petrol	125	51.4	1.2	skoda	6
9288	 Yeti Outdoor	2015	10495	Manual	17987	Diesel	30	62.8	2	skoda	8
9289	 Yeti Outdoor	2017	13495	Manual	23799	Diesel	150	55.4	2	skoda	6
9290	 Fabia	2019	13295	Semi-Auto	9095	Petrol	145	60.1	1	skoda	4
9291	 Fabia	2019	13795	Semi-Auto	8460	Petrol	145	60.1	1	skoda	4
9292	 Kodiaq	2019	24995	Automatic	11064	Diesel	145	42.2	2	skoda	4
9293	 Yeti Outdoor	2017	13495	Semi-Auto	17444	Petrol	125	51.4	1.2	skoda	6
9294	 Superb	2013	9995	Semi-Auto	29534	Diesel	145	53.3	2	skoda	10
9295	 Fabia	2019	12645	Manual	2879	Petrol	145	50.4	1	skoda	4
9296	 Yeti Outdoor	2017	14295	Semi-Auto	14152	Petrol	125	51.4	1.2	skoda	6
9297	 Kodiaq	2019	26695	Automatic	5193	Diesel	145	49.6	2	skoda	4
9298	 Fabia	2017	9500	Manual	14536	Petrol	20	58.9	1.2	skoda	6
9299	 Fabia	2017	8995	Manual	39393	Petrol	150	58.9	1.2	skoda	6
9300	 Kamiq	2019	18495	Manual	741	Petrol	145	47.9	1	skoda	4
9301	 Octavia	2019	19295	Automatic	1486	Diesel	145	53.3	2	skoda	4
9302	 Scala	2019	15995	Automatic	1121	Petrol	145	47.1	1	skoda	4
9303	 Fabia	2019	12995	Manual	5216	Petrol	145	52.3	1	skoda	4
9304	 Octavia	2019	17995	Automatic	2241	Diesel	145	72.4	1.6	skoda	4
9305	 Fabia	2019	11995	Manual	5937	Petrol	145	61.4	1	skoda	4
9306	 Fabia	2015	6995	Manual	48000	Petrol	20	60.1	1.2	skoda	8
9307	 Fabia	2017	8500	Manual	24598	Petrol	150	60.1	1.2	skoda	6
9308	 Fabia	2019	13295	Manual	5846	Petrol	145	60.1	1	skoda	4
9309	 Octavia	2019	16995	Manual	8513	Diesel	145	55.4	2	skoda	4
9310	 Yeti Outdoor	2017	13995	Manual	5272	Petrol	125	51.4	1.2	skoda	6
9311	 Fabia	2019	9495	Manual	11186	Petrol	145	57.7	1	skoda	4
9312	 Superb	2018	19498	Semi-Auto	11845	Diesel	145	60.1	2	skoda	5
9313	 Karoq	2019	18298	Automatic	3409	Petrol	145	40.9	1	skoda	4
9314	 Octavia	2019	16298	Semi-Auto	1787	Diesel	150	72.4	1.6	skoda	4
9315	 Fabia	2017	10500	Semi-Auto	15200	Petrol	145	60.1	1.2	skoda	6
9316	 Fabia	2018	9549	Manual	5480	Petrol	145	61.4	1	skoda	5
9317	 Yeti Outdoor	2017	13495	Semi-Auto	20930	Petrol	145	51.4	1.2	skoda	6
9318	 Superb	2019	18580	Semi-Auto	1000	Diesel	145	50.4	1.6	skoda	4
9319	 Superb	2017	16000	Semi-Auto	27522	Petrol	145	45.6	2	skoda	6
9320	 Octavia	2019	20000	Automatic	7364	Diesel	145	50.4	2	skoda	4
9321	 Karoq	2019	26990	Manual	10	Diesel	145	42.8	2	skoda	4
9322	 Karoq	2018	19990	Automatic	23265	Petrol	145	50.4	1.5	skoda	5
9323	 Yeti Outdoor	2016	11990	Manual	29935	Diesel	30	62.8	2	skoda	7
9324	 Octavia	2017	12990	Manual	21266	Petrol	145	56.5	1.5	skoda	6
9325	 Kodiaq	2017	22990	Automatic	30272	Petrol	145	39.8	1.4	skoda	6
9326	 Octavia	2015	9990	Manual	41501	Diesel	20	68.9	2	skoda	8
9327	 Fabia	2017	8990	Manual	14531	Petrol	145	57.7	1	skoda	6
9328	 Yeti Outdoor	2017	15990	Semi-Auto	10109	Petrol	125	51.4	1.2	skoda	6
9329	 Superb	2016	12500	Semi-Auto	50000	Diesel	30	62.8	2	skoda	7
9330	 Citigo	2017	6995	Manual	27500	Petrol	20	64.2	1	skoda	6
9331	 Fabia	2017	8750	Manual	12622	Petrol	145	57.7	1	skoda	6
