  model   year   price   transmissionmileage fuelTypetax         mpg    engineSizeautomaker age
11534Citigo     2016    7000Manual      28000Petrol    20   64.2     1skoda   7
11535Kodiaq     2019   31995Automatic    3805Petrol   145   31.4     2skoda   4
11536Fabia      2019   12995Manual       3999Petrol   145   57.7     1skoda   4
11537Fabia      2019   12995Automatic    3999Petrol   145   60.1     1skoda   4
11538Superb     2019   29995Automatic    4011Petrol   145   33.2     2skoda   4
11539Scala      2019   16495Manual       1500Petrol   145   49.6     1skoda   4
11540Citigo     2016    6295Manual      31902Petrol    20   62.8     1skoda   7
11541Yeti       2016   13495Semi-Auto   13156Petrol   125   51.4   1.2skoda   7
11542Fabia      2016    6295Manual      30344Petrol    20   60.1     1skoda   7
11543Kodiaq     2019   23750Manual       5000Diesel   145   52.3     2skoda   4
11544Scala      2019   15900Manual       1550Petrol   145   49.6     1skoda   4
     Yeti
11545Outdoor    2017 13250Semi-Auto     47000Petrol   125   51.4   1.2skoda   6
      Yeti
11546Outdoor     2016   14000Semi-Auto    10600Petrol   125    51.4   1.2skoda    7
11547 Fabia      2017   12000Semi-Auto    13082Petrol    20    60.1   1.2skoda    6
11548 Citigo     2017    6750Manual       19650Petrol   145    64.2     1skoda    6
11549 Karoq      2018   20000Automatic    15600Diesel   145    62.8   1.6skoda    5
11550 Kodiaq     2019   31500Automatic     5000Petrol   145    36.7   1.5skoda    4
11551 Octavia    2017   15000Semi-Auto    44766Diesel   125    60.1     2skoda    6
11552 Kodiaq     2020   29995Automatic     3982Diesel   145    39.2     2skoda    3
11553 Karoq      2019   21500Manual        1939Diesel   145    42.8     2skoda    4
11554 Fabia      2019   12500Manual        1306Petrol   145    61.4     1skoda    4
11555 Fabia      2019   13500Manual        2217Petrol   145    61.4     1skoda    4
11556 Fabia      2019   14500Manual        1151Petrol   145    60.1     1skoda    4
11557 Fabia      2019   11750Manual        9813Petrol   145    61.4     1skoda    4
11558 Fabia      2019   11250Manual        1325Petrol   145    57.7     1skoda    4
11559 Citigo     2013    5990Manual       36845Petrol    20    62.8     1skoda   10
11560 Scala      2020   19900Semi-Auto     5000Petrol   145    47.1     1skoda    3
11561 Octavia    2020   19750Semi-Auto     2548Diesel   145    53.3     2skoda    3
11562 Octavia    2019   19250Semi-Auto     2548Diesel   145    64.2     2skoda    4
      Yeti
11563Outdoor     2017 13900Manual         16700Petrol   125    51.4   1.2skoda    6
11564 Octavia    2016 12000Semi-Auto      44676Diesel    30    64.2     2skoda    7
      Yeti
11565Outdoor     2017   15000Automatic    24950Petrol   145    51.4   1.2skoda    6
11566 Superb     2019   25250Automatic     8000Diesel   145    54.3     2skoda    4
11567 Scala      2019   16250Semi-Auto     5000Petrol   145    47.1     1skoda    4
11568 Superb     2019   26000Semi-Auto     4000Petrol   145    38.2     2skoda    4
11569 Kodiaq     2019   34000Automatic     2000Petrol   145    31.4     2skoda    4
11570 Octavia    2019   19900Semi-Auto     5000Petrol   145    47.9     2skoda    4
11571 Citigo     2019   10500Manual        3000Petrol   145    67.3     1skoda    4
11572 Octavia    2019   13499Manual       12001Diesel   145    68.9   1.6skoda    4
11573 Octavia    2019   13299Manual       13051Diesel   145    68.9   1.6skoda    4
11574 Octavia    2019   13499Manual       15577Diesel   145    68.9   1.6skoda    4
11575 Octavia    2019   13499Manual       14069Diesel   145    68.9   1.6skoda    4
11576 Octavia    2019   13299Manual       16220Diesel   145    68.9   1.6skoda    4
11577 Octavia    2019   13299Manual       14841Diesel   145    68.9   1.6skoda    4
11578 Octavia    2019   13499Manual       14382Diesel   145    68.9   1.6skoda    4
11579 Superb     2019   19499Automatic     3280Diesel   145    51.4   1.6skoda    4
11580 Citigo     2017    6599Manual       16665Petrol    20    64.2     1skoda    6
      Yeti
11581Outdoor     2017   13199Manual       31675Petrol   145    51.4   1.2skoda    6
11582 Superb     2020   29799Automatic      897Hybrid   135   201.8   1.4skoda    3
11583 Octavia    2019   17499Automatic     5000Diesel   145    51.4   1.6skoda    4
11584 Kamiq      2020   17999Manual        2394Petrol   145    47.9     1skoda    3
11585 Superb     2016   10995Semi-Auto    27639Diesel    20    70.6   1.6skoda    7
11586 Roomster   2007    2995Automatic    99700Petrol   230    39.8   1.6skoda   16
11587 Fabia      2016    8999Manual       22200Petrol    20    58.9   1.2skoda    7
11588 Octavia    2019   13299Manual       19543Diesel   145    68.9   1.6skoda    4
11589 Octavia    2017   15899Automatic    22800Diesel   145    57.7     2skoda    6
11590 Citigo     2018    7799Manual        5400Petrol   145    64.2     1skoda    5
11591 Superb     2019   17999Automatic     7633Diesel   145    62.8     2skoda    4
11592 Yeti       2014    7700Manual       67020Diesel   145    55.4     2skoda    9
11593 Superb     2016    7995Semi-Auto   102000Diesel    20    70.6   1.6skoda    7
11594 Yeti       2012    6500Manual       80550Diesel   200    46.3     2skoda   11
11595 Octavia    2014    6500Manual       65300Diesel     0    74.3   1.6skoda    9
11596 Yeti       2013    6500Manual       90700Diesel   205    47.1     2skoda   10
11597 Octavia    2017   10995Semi-Auto    36000Diesel    20    72.4   1.6skoda    6
11598 Yeti       2014    5995Manual       90000Diesel    30    61.4   1.6skoda    9
11599 Fabia      2010    3500Manual       95002Diesel    20    67.3   1.6skoda   13
11600 Fabia      2011  3395Manual         80000Diesel    20    67.3   1.6skoda   12
11601 Octavia    2008  2895Manual        135000Diesel   165    49.6     2skoda   15
11602 Kodiaq     2019 20950Semi-Auto       7000Petrol   145     34    1.5skoda    4
11603 Karoq      2018 16495Manual          3598Diesel   150    62.8   1.6skoda    5
      Yeti
11604Outdoor     2014   12490Manual       38040Diesel   160    49.6     2skoda    9
11605 Octavia    2017   11490Manual       14017Petrol    30    55.4   1.4skoda    6
11606 Fabia      2016    9890Manual       21733Petrol    20    58.9   1.2skoda    7
11607 Kodiaq     2019   22950Manual        3896Diesel   145    42.8     2skoda    4
11608 Kodiaq     2020   31499Automatic     3539Diesel   145    39.2     2skoda    3
11609 Octavia    2017   15999Automatic    38816Diesel   150    57.7     2skoda    6
11610 Octavia    2017    9999Manual       37509Diesel   150    68.9   1.6skoda    6
11611 Octavia     2019 15499Manual         1868Diesel   145   56.5   1.6skoda    4
      Yeti
11612Outdoor      2016   12490Semi-Auto   31811Petrol   125   51.4   1.2skoda    7
11613 Fabia       2016   10490Semi-Auto   19969Petrol    20   60.1   1.2skoda    7
11614 Fabia       2017    9490Semi-Auto   38127Petrol   145   61.4     1skoda    6
11615 Fabia       2018   10490Manual      12332Petrol   145   64.2     1skoda    5
11616 Kodiaq      2017   22990Automatic   30551Petrol   145   39.8   1.4skoda    6
      Yeti
11617Outdoor      2016   12990Semi-Auto   24991Petrol   125   51.4   1.2skoda    7
11618 Citigo      2017    6690Manual      25954Petrol    20   64.2     1skoda    6
11619 Superb      2017   13799Manual      46086Diesel    20   67.3     2skoda    6
11620 Octavia     2019   13499Manual      13478Petrol   150   60.1     1skoda    4
11621 Scala       2019   13999Manual       7156Petrol   150   49.6     1skoda    4
11622 Octavia     2014    7500Manual      58590Diesel     0   74.3   1.6skoda    9
11623 Octavia     2019   18999Automatic     702Diesel   150   67.3     2skoda    4
11624 Scala       2019   15999Manual       4538Petrol   150   49.6     1skoda    4
11625 Citigo      2017    7299Manual       7172Petrol    20   64.2     1skoda    6
11626 Kamiq       2019   20799Automatic    4671Petrol   150   43.5   1.5skoda    4
11627 Rapid       2017    8999Manual      28996Diesel   150   74.3   1.4skoda    6
11628 Fabia       2016    9999Manual      36387Petrol    20   58.9   1.2skoda    7
11629 Octavia     2017   15699Automatic   40000Diesel   150   55.4     2skoda    6
11630 Fabia       2016    8490Manual      30040Petrol    20   58.8   1.2skoda    7
      Yeti
11631Outdoor      2017   10790Automatic   59313Petrol   125   51.4   1.2skoda    6
11632 Citigo      2014    5991Manual      20415Petrol     0   67.3     1skoda    9
11633 Fabia       2014    5495Automatic   70000Petrol   125   53.3   1.2skoda    9
11634 Citigo      2016    7000Manual      17774Petrol    20   62.8     1skoda    7
11635 Octavia     2014   10000Manual      30479Diesel     0   74.3   1.6skoda    9
11636 Octavia     2015   12500Manual      49115Diesel    30   61.4     2skoda    8
11637 Fabia       2016   10700Manual       9737Petrol    20   58.9   1.2skoda    7
11638 Citigo      2016    6800Manual      28314Petrol    20   62.8     1skoda    7
11639 Citigo      2018    8700Automatic    2343Petrol   145   65.7     1skoda    5
11640 Fabia       2018   12500Automatic   24201Petrol   145   61.4     1skoda    5
11641 Citigo      2017    6800Manual       9087Petrol    20   64.2     1skoda    6
11642 Citigo      2016    8000Automatic   25376Petrol    20   64.2     1skoda    7
11643 Citigo      2013    5500Manual      44734Petrol    20   62.8     1skoda   10
11644 Fabia       2019   14990Semi-Auto    1536Petrol   145   60.1     1skoda    4
11645 Citigo      2018    8490Manual      11573Petrol   145   64.2     1skoda    5
11646 Scala       2020   17495Semi-Auto     250Petrol   145   47.1     1skoda    3
11647 Kodiaq      2020   32995Automatic    2500Diesel   150   39.2     2skoda    3
11648 Superb      2018   19990Semi-Auto    4804Diesel   145   61.4     2skoda    5
11649 Fabia       2017    8495Manual      18388Petrol   150   64.2     1skoda    6
11650 Citigo      2019    9995Manual       3201Petrol   150   65.7     1skoda    4
11651 Fabia       2018   10490Manual      16683Petrol   145   64.2     1skoda    5
11652 Kamiq       2020   18490Manual       1500Petrol   145   49.6     1skoda    3
11653 Rapid       2016    7990Manual      42000Petrol    30   57.7   1.2skoda    7
11654 Fabia       2016    7990Manual      26000Petrol    20   60.1   1.2skoda    7
11655 Octavia     2016   11400Manual      11000Diesel     0   74.3   1.6skoda    7
11656 Octavia     2017   17350Manual      12000Diesel   145   62.8     2skoda    6
11657 Superb      2017   12350Manual      54000Diesel    20   68.9     2skoda    6
11658 Superb      2016   12500Manual      83000Diesel    20   67.3     2skoda    7
11659 Superb      2016   13000Manual      31931Diesel    20   68.9   1.6skoda    7
11660 Citigo      2018    8400Manual      12970Petrol   145   68.9     1skoda    5
11661 Fabia       2013    6300Manual      48339Diesel    20   67.3   1.6skoda   10
11662 Octavia     2013   13799Manual      31693Diesel    30   62.8     2skoda   10
11663 Citigo      2015    5043Manual      51836Petrol    20   62.8     1skoda    8
11664 Octavia     2016    9999Manual      44138Diesel    20   70.6     2skoda    7
11665 Superb      2015   12228Automatic   35331Diesel   145   54.3     2skoda    8
11666 Octavia     2016    9917Automatic   52013Diesel     0   74.3   1.6skoda    7
11667   Rapid     2018   10899Manual      10286Petrol   145   58.9     1skoda    5
11668   Octavia   2015    8994Manual      26868Diesel     0   74.3   1.6skoda    8
11669   Superb    2016   17250Automatic    7091Petrol    30   54.3   1.4skoda    7
11670   Octavia   2014    9490Manual      77000Diesel    30   61.4     2skoda    9
11671   Octavia   2016    9775Manual      54140Petrol    30   55.4   1.4skoda    7
11672   Octavia   2017    8975Manual      71907Diesel     0   74.3   1.6skoda    6
11673   Fabia     2018   10000Manual      20965Petrol   150   57.7     1skoda    5
11674   Octavia   2018   12999Manual      11318Diesel   145   67.3   1.6skoda    5
11675   Superb    2016   14395Manual      35448Diesel    20   67.3     2skoda    7
11676   Fabia     2015    5699Manual      36941Diesel     0   78.6   1.4skoda    8
11677   Octavia   2015    9699Manual      28204Diesel    20   68.9     2skoda    8
11678 Octavia    2016    9494Manual       46000Diesel     0   74.3   1.6skoda    7
11679 Karoq      2018   16991Manual       15423Diesel   145   62.8   1.6skoda    5
11680 Superb     2017   15390Manual       32952Diesel   145   67.3     2skoda    6
11681 Fabia      2018    6290Manual       18716Petrol   145   57.7     1skoda    5
11682 Fabia      2017    9290Manual       19321Petrol   145   64.2     1skoda    6
11683 Superb     2018   17250Automatic    11663Petrol   145   53.3   1.4skoda    5
11684 Citigo     2018    7599Manual        3617Petrol   145   67.3     1skoda    5
11685 Octavia    2017   12999Manual       29025Petrol   145   53.3   1.4skoda    6
11686 Citigo     2012    6245Automatic    20205Petrol    20   62.8     1skoda   11
11687 Fabia      2017    9400Manual       25760Petrol   145   64.2     1skoda    6
11688 Fabia      2017   10900Manual       19458Petrol   145   58.9   1.2skoda    6
11689 Superb     2013    8699Manual       46000Diesel    30   61.4     2skoda   10
11690 Fabia      2015    7999Manual       24000Petrol    20   58.9   1.2skoda    8
      Yeti
11691Outdoor     2016    9840Manual       51672Diesel    30   62.8     2skoda    7
11692 Rapid      2014    5965Manual       52179Petrol    30   55.4   1.2skoda    9
11693 Octavia    2016   12995Manual       26000Diesel    30   64.2     2skoda    7
11694 Octavia    2016    8990Manual       36865Diesel     0   72.4   1.6skoda    7
11695 Fabia      2018   10490Automatic    11355Petrol   145   61.4     1skoda    5
11696 Kodiaq     2017   16427Manual       22336Petrol   145   46.3   1.4skoda    6
11697 Fabia      2017    8799Manual       13645Petrol   145   64.2     1skoda    6
11698 Citigo     2016    5599Manual       36578Petrol    20   62.8     1skoda    7
11699 Superb     2016   12999Manual       28343Petrol    30   56.5   1.4skoda    7
11700 Octavia    2014    7499Manual       49188Diesel    20   68.9     2skoda    9
11701 Superb     2017   15925Manual       30926Diesel   145   64.2     2skoda    6
11702 Octavia    2017   12100Automatic    25926Petrol   145   57.7   1.4skoda    6
11703 Citigo     2016    6800Manual       16605Petrol    20   62.8     1skoda    7
11704 Superb     2018   20000Automatic    13426Diesel   145   61.4     2skoda    5
11705 Octavia    2016   10000Manual       39667Diesel     0   74.3   1.6skoda    7
11706 Fabia      2016    8100Manual       34860Petrol    20   60.1   1.2skoda    7
11707 Fabia      2015    8700Manual       23806Petrol    20   58.8   1.2skoda    8
11708 Octavia    2018   15400Automatic    23293Diesel   145   67.3     2skoda    5
11709 Octavia    2017   16000Automatic    16166Diesel   145   61.4     0skoda    6
11710 Fabia      2012    4940Manual       84561Diesel    20   67.3   1.6skoda   11
11711 Rapid      2016    6440Manual       68406Diesel     0   78.5   1.4skoda    7
11712 Superb     2015    9240Manual       68962Diesel    20   68.9   1.6skoda    8
11713 Octavia    2016   11940Manual       63049Diesel    30   64.2     2skoda    7
11714 Octavia    2017    9999Manual       27640Petrol   145   58.9     1skoda    6
11715 Octavia    2016    8499Manual       63642Diesel     0   74.3   1.6skoda    7
11716 Octavia    2016    9975Automatic    38091Diesel    30   64.2     2skoda    7
11717 Fabia      2014    6389Manual       28499Diesel    20   67.3   1.6skoda    9
11718 Octavia    2016   15979Automatic    39368Petrol   160   44.1     2skoda    7
11719 Superb     2016   13890Manual       59773Diesel   125   60.1     2skoda    7
11720 Citigo     2016    4990Manual       68000Petrol    20   62.8     1skoda    7
11721 Fabia      2017    9470Semi-Auto    22727Petrol   145   60.1   1.2skoda    6
11722 Octavia    2011    6995Manual       83187Diesel   165   49.6     2skoda   12
11723 Superb     2016    9399Manual       40622Diesel    20   68.9   1.6skoda    7
11724 Superb     2013    9299Automatic    47328Diesel   160   50.4     2skoda   10
11725 Fabia      2014    6698Manual       36144Diesel    20   67.3   1.6skoda    9
11726 Yeti       2013    9750Manual       58304Diesel   160   49.6     2skoda   10
11727 Roomster   2015    6597Manual       44850Petrol   145   49.6   1.2skoda    8
11728 Yeti       2016   11497Automatic    29462Petrol   125   51.4   1.2skoda    7
11729 Octavia    2016    8689Manual       51694Diesel     0   74.3   1.6skoda    7
11730 Octavia    2013    7589Automatic    41461Diesel    20   72.4   1.6skoda   10
11731 Fabia      2008    1650Manual      111034Petrol   150   47.9   1.2skoda   15
11732 Fabia      2017    8500Manual       14000Petrol   150   60.1   1.2skoda    6
11733 Kodiaq     2019   21790Automatic     4744Petrol   145    34    1.5skoda    4
11734 Superb     2013    8299Automatic    54491Diesel   145   53.3     2skoda   10
11735 Yeti       2014   10299Manual       22967Petrol   160   46.3   1.2skoda    9
11736 Octavia    2015    7389Manual       80048Diesel    30   64.2   1.6skoda    8
11737 Octavia    2016    9495Manual       34840Diesel     0   80.7   1.6skoda    7
11738 Octavia    2016    8999Manual       25376Petrol    30   57.7   1.2skoda    7
11739 Superb     2015    8491Manual      120000Diesel    20   67.3     2skoda    8
11740 Superb     2016    8991Manual      107000Diesel    20   68.9     2skoda    7
11741 Superb     2015    8391Manual      130000Diesel    20   67.3     2skoda    8
11742 Superb     2016    8391Manual      108000Diesel    20   67.3   1.6skoda    7
11743 Kamiq      2019   19990Manual        2500Petrol   145   47.1     1skoda    4
11744 Octavia    2019   19990Semi-Auto     4995Petrol   145   47.9     2skoda    4
11745 Scala      2019   17490Manual        3587Petrol   145   49.6     1skoda    4
11746 Superb     2014    4991Manual      115000Diesel    20   67.3   1.6skoda    9
11747 Octavia     2016    6491Manual      112000Diesel     0   74.3   1.6skoda    7
11748 Superb      2016    8392Manual      138000Diesel    20   68.9     2skoda    7
11749 Superb      2017    8793Manual      121000Diesel   145   68.9     2skoda    6
11750 Octavia     2016    6391Manual      134000Diesel     0   74.3   1.6skoda    7
11751 Octavia     2005    1495Manual      119017Diesel   160   47.9     2skoda   18
11752 Octavia     2016   12795Automatic    60708Diesel   125   56.5     2skoda    7
11753 Scala       2019   17990Semi-Auto     5000Petrol   145   45.6   1.5skoda    4
11754 Fabia       2017    9590Manual        3236Petrol    20   60.1   1.2skoda    6
11755 Fabia       2019   10490Manual        4981Petrol   150   57.7     1skoda    4
11756 Superb      2020   25995Semi-Auto     2500Petrol   150   36.7   1.5skoda    3
      Yeti
11757Outdoor      2014    9490Semi-Auto    44668Petrol   165   44.8   1.2skoda    9
      Yeti
11758Outdoor      2018   14950Semi-Auto    10210Petrol   145   51.4   1.2skoda    5
11759 Octavia     2017   10175Manual       46498Diesel     0   74.3   1.6skoda    6
11760 Superb      2016    9490Manual       94961Diesel    20   68.9     2skoda    7
11761 Yeti        2013    6688Manual       67235Diesel   200   47.1     2skoda   10
11762 Octavia     2013    4895Manual       84998Petrol    30   57.7   1.2skoda   10
11763 Citigo      2015    4688Manual       53339Petrol     0   68.9     1skoda    8
11764 Octavia     2015   10988Manual       73887Diesel    30   61.4     2skoda    8
11765 Fabia       2015    5990Manual       57921Diesel     0   78.6   1.4skoda    8
11766 Kamiq       2019   20990Semi-Auto     4000Petrol   145   44.1   1.5skoda    4
11767 Fabia       2018   11690Semi-Auto    17780Petrol   145   61.4     1skoda    5
11768 Fabia       2019   13990Manual        1456Petrol   145   52.3     1skoda    4
11769 Octavia     2016    7795Manual       86220Diesel    20   72.4   1.6skoda    7
11770 Octavia     2017    7500Manual      116750Diesel   145   68.9   1.6skoda    6
      Yeti
11771Outdoor      2017   13299Manual       13041Diesel    30   62.8     2skoda    6
11772 Fabia       2013    7600Manual       18500Petrol   125   53.3   1.2skoda   10
11773 Superb      2018   15700Manual       18590Diesel   145   72.4   1.6skoda    5
11774 Octavia     2017   13700Manual       26371Petrol   145   53.3   1.4skoda    6
11775 Citigo      2015    6490Manual       16373Petrol    20   62.8     1skoda    8
11776 Fabia       2017    9490Manual       15649Petrol   150   64.2     1skoda    6
11777 Karoq       2018   20490Manual        6369Petrol   145   52.3   1.5skoda    5
11778 Rapid       2018    8990Manual       15081Petrol   145   61.4     1skoda    5
11779 Kodiaq      2019   29990Automatic     3021Diesel   145   37.2     2skoda    4
11780 Superb      2019   26990Semi-Auto     4000Diesel   145   47.1     2skoda    4
11781 Karoq       2019   24990Manual        2500Diesel   145   42.8     2skoda    4
11782 Fabia       2016    7877Manual       25059Petrol    20   60.1   1.2skoda    7
11783 Rapid       2016    8198Manual       19319Petrol    20   57.7   1.2skoda    7
11784 Octavia     2015    9500Automatic    39844Diesel    30   62.8     2skoda    8
11785 Citigo      2018    6999Manual       12612Petrol   145   64.2     1skoda    5
11786 Rapid       2018   10268Manual       18428Petrol   145   61.4     1skoda    5
11787 Superb      2016   14799Automatic    48675Diesel    30   62.8     2skoda    7
11788 Superb      2016   10499Manual       60061Diesel    20   68.9     2skoda    7
11789 Citigo      2013    5200Manual       29946Petrol    20   62.8     1skoda   10
11790 Superb      2015   12600Manual       20790Petrol    30   57.7   1.4skoda    8
11791 Octavia     2018   19000Automatic    15000Petrol   150   44.1     2skoda    5
11792 Octavia     2017   10700Manual       38552Petrol   150   55.4     0skoda    6
11793 Yeti        2016   10495Automatic    43074Petrol   125   51.4   1.2skoda    7
11794 Fabia       2017    9800Manual       25607Petrol    20   58.9   1.2skoda    6
11795 Octavia     2017   16100Automatic    12913Diesel   145   61.4     2skoda    6
11796 Citigo      2017    8000Manual        4063Petrol    20   64.2     1skoda    6
11797 Octavia     2016    7500Automatic    91200Diesel     0   74.3   1.6skoda    7
11798 Superb      2015    9000Manual       97470Diesel    20   68.9     2skoda    8
11799 Fabia       2016    6000Manual       86470Petrol    20   58.8   1.2skoda    7
11800 Octavia     2017    8795Automatic    89550Diesel   150   70.6   1.6skoda    6
11801 Octavia     2017   10499Automatic    63717Diesel   145   70.6   1.6skoda    6
11802 Superb      2016    8500Manual       72854Diesel    20   67.3   1.6skoda    7
11803 Octavia     2015    8500Automatic    82065Diesel    30   64.2     2skoda    8

11804   Yeti      2015   11499Manual       50866Diesel   145   55.4     2skoda    8
11805   Fabia     2016    8500Manual       57146Diesel    20   74.3   1.4skoda    7
11806   Yeti      2017   10800Manual       26588Petrol   145   51.4   1.2skoda    6
11807   Octavia   2017   11700Semi-Auto    27476Diesel     0   74.3   1.6skoda    6
11808   Yeti      2014    9000Semi-Auto    38000Petrol   160   44.8   1.2skoda    9
11809   Kodiaq    2019   30000Automatic     7251Petrol   150   31.4     2skoda    4
11810   Karoq     2019   25000Automatic     2549Diesel   145   42.8     2skoda    4
11811   Octavia   2014    9700Manual       48581Petrol    30   53.3   1.4skoda    9
11812   Citigo    2012    5500Manual       11136Petrol     0   67.3     1skoda   11
11813   Octavia   2015   11800Manual       51367Diesel    30   64.2     2skoda    8
11814   Octavia   2015   13000Manual      43560Diesel    30   62.8     2skoda    8
11815   Octavia   2019   14790Automatic   14176Petrol   145   57.7     1skoda    4
11816   Kodiaq    2019   29000Automatic    6695Petrol   145   31.7     2skoda    4
11817   Citigo    2018    8400Manual      16623Petrol   145   67.3     1skoda    5
11818   Fabia     2017    9400Manual      24882Diesel   145   70.6   1.4skoda    6
11819   Octavia   2016   14000Semi-Auto   10857Petrol    30   56.5   1.4skoda    7
11820   Octavia   2018   17000Automatic    9729Petrol   145   47.9     2skoda    5
11821   Karoq     2019   19690Manual       6924Petrol   145   52.3   1.5skoda    4
11822   Fabia     2015    6540Manual      42916Petrol    20   60.1   1.2skoda    8
11823   Octavia   2019   17690Manual         12Petrol   150   48.7   1.5skoda    4
11824   Karoq     2019   20590Automatic    8335Diesel   145   62.8   1.6skoda    4
11825   Karoq     2018   22000Manual       9973Diesel   145   42.8     2skoda    5
11826   Fabia     2019   13390Manual       1514Petrol   150   61.4     1skoda    4
11827   Karoq     2019   22000Automatic    1958Diesel   150   62.8   1.6skoda    4
11828   Kodiaq    2018   26490Automatic   15451Petrol   150   38.2     2skoda    5
11829   Kodiaq    2020   30000Automatic   15451Diesel   150   39.2     2skoda    3
11830   Fabia     2017    7690Manual      50130Petrol   150   60.1   1.2skoda    6
11831   Fabia     2016   10900Manual      15082Petrol    20   58.9   1.2skoda    7
11832   Rapid     2017    8800Manual      33151Petrol   145   61.4     1skoda    6
11833   Citigo    2017    6700Manual      26771Petrol    20   64.2     1skoda    6
11834   Octavia   2016    9200Manual      59121Diesel     0   74.3   1.6skoda    7
11835   Yeti      2017   13400Semi-Auto   15000Petrol   125   51.4   1.2skoda    6
11836   Octavia   2017   11590Manual      15002Petrol    30   55.4   1.4skoda    6
11837   Octavia   2019   17940Automatic    9520Diesel   145   67.3     2skoda    4
11838   Octavia   2019   14390Manual      12340Diesel   150   67.3   1.6skoda    4
11839   Octavia   2019   18190Manual        471Diesel   150   54.3     2skoda    4
11840   Citigo    2017    7290Manual      25766Petrol   150   68.9     1skoda    6
11841   Citigo    2016    8500Automatic    9888Petrol    20   64.2     1skoda    7
11842   Fabia     2016    7000Manual      29089Petrol    20   58.8     1skoda    7
11843   Octavia   2016   14400Manual      43763Diesel    30   62.8     2skoda    7
11844   Karoq     2018   23500Automatic    7817Diesel   145   54.3     2skoda    5
11845   Yeti      2014    9000Manual      43429Diesel    30   61.4   1.6skoda    9
11846   Fabia     2016    8300Manual      32972Petrol    20   60.1   1.2skoda    7
11847   Octavia   2017   10700Manual      27099Diesel     0   72.4   1.6skoda    6
11848   Citigo    2013    5000Manual      51082Petrol     0   68.9     1skoda   10
11849   Citigo    2016    7600Manual      18565Petrol     0   67.3     1skoda    7
11850   Fabia     2014    7500Automatic   26008Petrol   125   53.3     0skoda    9
11851   Octavia   2017    9400Manual      22508Petrol    20   62.8     1skoda    6
11852   Octavia   2017   16500Manual      28518Diesel    30   62.8     2skoda    6
11853   Superb    2017   14700Manual      26967Petrol    20   68.9     2skoda    6
11854   Superb    2016   15300Semi-Auto   11210Diesel    30   62.8     2skoda    7
11855   Yeti      2017   13000Semi-Auto   22848Petrol   145   51.4   1.2skoda    6
11856   Fabia     2016    8100Manual      23778Petrol    20   60.1   1.2skoda    7
11857   Superb    2015   12400Manual      41528Diesel   150   53.3     2skoda    8
11858   Octavia   2017   13000Manual      22231Petrol   150   55.4   1.4skoda    6
11859   Karoq     2019   22000Automatic   13149Diesel   150   42.8     2skoda    4
11860   Citigo    2018    7800Manual      19001Petrol   145   64.2     1skoda    5
11861   Fabia     2017    8700Manual       9873Petrol    20   60.1   1.2skoda    6
11862   Superb    2016   16500Automatic   45020Diesel   150   55.4     2skoda    7
11863   Superb    2016   15100Manual      12582Petrol    30   56.5   1.4skoda    7
11864   Citigo    2016    7000Manual      18255Petrol     0   67.3     1skoda    7
11865   Fabia     2015    6000Manual      23262Petrol    20   60.1     1skoda    8
11866   Citigo    2013    5000Manual      25269Petrol    20   62.8     1skoda   10
11867   Fabia     2015    6600Manual      40528Petrol    20   60.1   1.2skoda    8
11868   Citigo    2015    6300Manual      13539Petrol    20   62.8     1skoda    8
11869   Citigo    2018    6800Manual      40123Petrol   145   64.2     1skoda    5
11870   Octavia   2016   14800Automatic   41092Diesel   125   57.7     2skoda    7
11871   Yeti      2015   10200Manual      37256Diesel    30   62.8     2skoda    8
11872   Yeti      2016   11800Automatic   25956Petrol   125   51.4   1.2skoda    7
11873   Citigo    2017    8000Manual       4417Petrol   145   64.2     1skoda    6

11874   Citigo    2016    7500Manual       9843Petrol    20   62.8     1skoda    7
11875   Superb    2016   14100Automatic   33129Diesel    20   70.6   1.6skoda    7
11876   Superb    2017   17300Automatic   31813Diesel   145   61.4     2skoda    6
11877   Superb    2017   18500Automatic   29985Petrol   145   43.5     2skoda    6
11878   Superb    2017   19400Automatic   12129Diesel   145   58.9     2skoda    6
11879   Fabia     2016   10000Manual      18999Petrol    20   58.9   1.2skoda    7
11880   Fabia     2016    8700Manual      29388Petrol    20   60.1   1.2skoda    7
11881   Octavia   2018   18400Automatic    9705Diesel   150   57.7     2skoda    5
11882   Superb    2017   19300Automatic    7952Diesel   145   61.4     2skoda    6
11883 Octavia   2016   11800Automatic    21509Petrol    30   58.9   1.4skoda    7
11884 Octavia   2017   14000Manual       10664Diesel   145   65.7     2skoda    6
11885 Superb    2017   16500Automatic    44942Diesel   145   58.9     2skoda    6
11886 Octavia   2017   10200Manual       40861Petrol    30   55.4   1.4skoda    6
11887 Fabia     2015   10800Automatic    32437Petrol    20   60.1   1.2skoda    8
11888 Citigo    2016    6400Manual       16524Petrol    20   64.2     1skoda    7
11889 Fabia     2018   11500Manual       10720Petrol   150   64.2     0skoda    5
11890 Octavia   2019   16000Automatic      259Petrol   145   47.1   1.5skoda    4
11891 Yeti      2014   10500Automatic    22776Petrol   160   44.8   1.2skoda    9
11892 Fabia     2015    8800Automatic    32453Diesel     0   78.5   1.4skoda    8
11893 Yeti      2016   11100Manual       36817Diesel    30   62.8     2skoda    7
11894 Citigo    2017    6800Manual       12867Petrol    20   64.2     1skoda    6
